lemma,feature,operation,metric,d_pronoun,d_compound,delta
each_other,nominative_case,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,nominative_case,reverse_polarity,idf_jaccard,0.9037758140781087,0.8690474977952987,0.034728316282810034
each_other,nominative_case,flip_target_cell,jaccard,0.7099342364379982,0.6778924551507237,0.03204178128727453
each_other,nominative_case,flip_target_cell,dice,0.5552544768183972,0.5159672984922148,0.03928717832618245
each_other,nominative_case,flip_target_cell,hamming,0.19638897687678178,0.16558441558441558,0.030804561292366195
each_other,nominative_case,flip_target_cell,idf_jaccard,0.900457878215256,0.8772226818263217,0.023235196388934343
each_other,in_word_formation_e_g_a_many_sided_shape,delete_feature,jaccard,0.7076947373619936,0.6690820933080995,0.038612644053894085
each_other,in_word_formation_e_g_a_many_sided_shape,delete_feature,dice,0.5528465850618621,0.5060659866465846,0.046780598415277486
each_other,in_word_formation_e_g_a_many_sided_shape,delete_feature,hamming,0.1919336840427228,0.16013071895424835,0.03180296508847444
each_other,in_word_formation_e_g_a_many_sided_shape,delete_feature,idf_jaccard,0.90606442739109,0.8715479229425895,0.03451650444850052
each_other,in_word_formation_e_g_a_many_sided_shape,reverse_polarity,jaccard,0.6955237678708293,0.6512547842159477,0.04426898365488152
each_other,in_word_formation_e_g_a_many_sided_shape,reverse_polarity,dice,0.5387975091773904,0.4858925522768215,0.052904956900568956
each_other,in_word_formation_e_g_a_many_sided_shape,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,in_word_formation_e_g_a_many_sided_shape,reverse_polarity,idf_jaccard,0.9032260489455743,0.8682714256324151,0.03495462331315924
each_other,in_word_formation_e_g_a_many_sided_shape,flip_target_cell,jaccard,0.7100677609695628,0.6778924551507237,0.032175305818839095
each_other,in_word_formation_e_g_a_many_sided_shape,flip_target_cell,dice,0.5550003807182717,0.5159672984922148,0.03903308222605695
each_other,in_word_formation_e_g_a_many_sided_shape,flip_target_cell,hamming,0.19575546404814698,0.16558441558441558,0.030171048463731392
each_other,in_word_formation_e_g_a_many_sided_shape,flip_target_cell,idf_jaccard,0.9020196824907445,0.8765692948432887,0.025450387647455774
each_other,has_derivationtionally_related_words,delete_feature,jaccard,0.7091064567842602,0.687915495666318,0.021190961117942164
each_other,has_derivationtionally_related_words,delete_feature,dice,0.5539700967054844,0.527997545426866,0.025972551278618305
each_other,has_derivationtionally_related_words,delete_feature,hamming,0.18874541686593338,0.16013071895424835,0.028614697911685028
each_other,has_derivationtionally_related_words,delete_feature,idf_jaccard,0.9100605840976104,0.8853686730833839,0.02469191101422652
each_other,has_derivationtionally_related_words,reverse_polarity,jaccard,0.7137714981241813,0.687915495666318,0.025856002457863236
each_other,has_derivationtionally_related_words,reverse_polarity,dice,0.5596823621151152,0.527997545426866,0.031684816688249184
each_other,has_derivationtionally_related_words,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,has_derivationtionally_related_words,reverse_polarity,idf_jaccard,0.9108935816051624,0.8853686730833839,0.025524908521778578
each_other,has_derivationtionally_related_words,flip_target_cell,jaccard,0.711765441985514,0.6964505095455173,0.015314932439996598
each_other,has_derivationtionally_related_words,flip_target_cell,dice,0.556885786166589,0.5378465826753992,0.019039203491189816
each_other,has_derivationtionally_related_words,flip_target_cell,hamming,0.18942033576179917,0.16558441558441558,0.02383592017738359
each_other,has_derivationtionally_related_words,flip_target_cell,idf_jaccard,0.9106878251929261,0.8871649239509802,0.023522901241945893
each_other,has_corresponding_word,delete_feature,jaccard,0.7081218304546864,0.6690820933080995,0.03903973714658682
each_other,has_corresponding_word,delete_feature,dice,0.5534502072665232,0.5060659866465846,0.04738422061993852
each_other,has_corresponding_word,delete_feature,hamming,0.19273075083692015,0.16013071895424835,0.0326000318826718
each_other,has_corresponding_word,delete_feature,idf_jaccard,0.9059987607261172,0.8715479229425895,0.034450837783527644
each_other,has_corresponding_word,reverse_polarity,jaccard,0.6935647134535454,0.6512547842159477,0.04230992923759769
each_other,has_corresponding_word,reverse_polarity,dice,0.5359502650688517,0.4858925522768215,0.050057712792030196
each_other,has_corresponding_word,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,has_corresponding_word,reverse_polarity,idf_jaccard,0.9046431907528892,0.870157669665002,0.03448552108788727
each_other,has_corresponding_word,flip_target_cell,jaccard,0.7128930830643638,0.6778924551507237,0.035000627913640114
each_other,has_corresponding_word,flip_target_cell,dice,0.559060668486566,0.5159672984922148,0.043093369994351205
each_other,has_corresponding_word,flip_target_cell,hamming,0.19733924611973394,0.16558441558441558,0.03175483053531836
each_other,has_corresponding_word,flip_target_cell,idf_jaccard,0.9056191028858035,0.8786529868074118,0.026966116078391722
each_other,compound_word,delete_feature,jaccard,0.7074006300001932,0.687915495666318,0.01948513433387511
each_other,compound_word,delete_feature,dice,0.5519130357143499,0.527997545426866,0.023915490287483854
each_other,compound_word,delete_feature,hamming,0.18826717678941496,0.16013071895424835,0.028136457835166606
each_other,compound_word,delete_feature,idf_jaccard,0.9093046013869234,0.8876128334873594,0.021691767899563952
each_other,compound_word,reverse_polarity,jaccard,0.7125662608401644,0.687915495666318,0.024650765173846345
each_other,compound_word,reverse_polarity,dice,0.5582193609494059,0.527997545426866,0.030221815522539885
each_other,compound_word,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,compound_word,reverse_polarity,idf_jaccard,0.910108951975621,0.8876128334873594,0.022496118488261607
each_other,compound_word,flip_target_cell,jaccard,0.7095979760584469,0.6964505095455173,0.013147466512929529
each_other,compound_word,flip_target_cell,dice,0.5542611017746115,0.5378465826753992,0.01641451909921232
each_other,compound_word,flip_target_cell,hamming,0.18847006651884698,0.16558441558441558,0.0228856509344314
each_other,compound_word,flip_target_cell,idf_jaccard,0.9099175212333457,0.8896547069789662,0.02026281425437948
each_other,inflects_for_case,delete_feature,jaccard,0.7266787192299535,0.6807958084273874,0.045882910802566124
each_other,inflects_for_case,delete_feature,dice,0.5762709276318552,0.5186937512144341,0.057577176417421105
each_other,inflects_for_case,delete_feature,hamming,0.19336840427227803,0.15849673202614378,0.034871672246134244
each_other,inflects_for_case,delete_feature,idf_jaccard,0.9081133848065032,0.8725507272348856,0.035562657571617584
each_other,inflects_for_case,reverse_polarity,jaccard,0.7266787192299535,0.6825475669225669,0.04413115230738662
each_other,inflects_for_case,reverse_polarity,dice,0.5762709276318552,0.5209253343373788,0.055345593294476414
each_other,inflects_for_case,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,inflects_for_case,reverse_polarity,idf_jaccard,0.9081133848065032,0.8737561389899234,0.03435724581657973
each_other,inflects_for_case,flip_target_cell,jaccard,0.7335656712251772,0.687776947253534,0.04578872397164324
each_other,inflects_for_case,flip_target_cell,dice,0.5845685087091728,0.5264736968403041,0.05809481186886867
each_other,inflects_for_case,flip_target_cell,hamming,0.19860627177700346,0.16233766233766234,0.036268609439341126
each_other,inflects_for_case,flip_target_cell,idf_jaccard,0.908270660585643,0.872720273833875,0.035550386751768026
each_other,paradigm_has_distinct_acc_form,delete_feature,jaccard,0.7037708718380279,0.6690820933080995,0.034688778529928355
each_other,paradigm_has_distinct_acc_form,delete_feature,dice,0.5483887730238091,0.5060659866465846,0.04232278637722442
each_other,paradigm_has_distinct_acc_form,delete_feature,hamming,0.18890483022477284,0.16013071895424835,0.028774111270524483
each_other,paradigm_has_distinct_acc_form,delete_feature,idf_jaccard,0.9055113285407933,0.8715479229425895,0.033963405598203766
each_other,paradigm_has_distinct_acc_form,reverse_polarity,jaccard,0.703523205987838,0.6512547842159477,0.05226842177189028
each_other,paradigm_has_distinct_acc_form,reverse_polarity,dice,0.5479758226821425,0.4858925522768215,0.06208327040532102
each_other,paradigm_has_distinct_acc_form,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,paradigm_has_distinct_acc_form,reverse_polarity,idf_jaccard,0.9022621422890071,0.8588048834012536,0.043457258887753536
each_other,paradigm_has_distinct_acc_form,flip_target_cell,jaccard,0.6943126150272736,0.6778924551507237,0.016420159876549878
each_other,paradigm_has_distinct_acc_form,flip_target_cell,dice,0.5370709151275184,0.5159672984922148,0.02110361663530358
each_other,paradigm_has_distinct_acc_form,flip_target_cell,hamming,0.18973709217611656,0.16558441558441558,0.024152676591700978
each_other,paradigm_has_distinct_acc_form,flip_target_cell,idf_jaccard,0.895715854133425,0.8735294703980857,0.02218638373533932
each_other,paradigm_has_genitive_form,delete_feature,jaccard,0.7015717737354528,0.6690820933080995,0.03248968042735323
each_other,paradigm_has_genitive_form,delete_feature,dice,0.5458794729594924,0.5060659866465846,0.03981348631290771
each_other,paradigm_has_genitive_form,delete_feature,hamming,0.1869918699186992,0.16013071895424835,0.026861150964450853
each_other,paradigm_has_genitive_form,delete_feature,idf_jaccard,0.9058199128914137,0.8715479229425895,0.03427198994882419
each_other,paradigm_has_genitive_form,reverse_polarity,jaccard,0.7082692392602322,0.6512547842159477,0.057014455044284484
each_other,paradigm_has_genitive_form,reverse_polarity,dice,0.5536081530190851,0.4858925522768215,0.06771560074226357
each_other,paradigm_has_genitive_form,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,paradigm_has_genitive_form,reverse_polarity,idf_jaccard,0.9076382934161181,0.8489948596897615,0.05864343372635661
each_other,paradigm_has_genitive_form,flip_target_cell,jaccard,0.6852155883437874,0.6778924551507237,0.007323133193063658
each_other,paradigm_has_genitive_form,flip_target_cell,dice,0.5265026594590164,0.5159672984922148,0.010535360966801632
each_other,paradigm_has_genitive_form,flip_target_cell,hamming,0.18593601520430791,0.16558441558441558,0.02035159961989233
each_other,paradigm_has_genitive_form,flip_target_cell,idf_jaccard,0.8986595138090989,0.872542932149723,0.026116581659375915
each_other,paradigm_has_distinct_independent_genitive_form,delete_feature,jaccard,0.7030982334360422,0.6690820933080995,0.03401614012794263
each_other,paradigm_has_distinct_independent_genitive_form,delete_feature,dice,0.5476015924892252,0.5060659866465846,0.0415356058426406
each_other,paradigm_has_distinct_independent_genitive_form,delete_feature,hamming,0.1881077634305755,0.16013071895424835,0.02797704447632715
each_other,paradigm_has_distinct_independent_genitive_form,delete_feature,idf_jaccard,0.9056154016305413,0.8715479229425895,0.03406747868795179
each_other,paradigm_has_distinct_independent_genitive_form,reverse_polarity,jaccard,0.7052189679074287,0.6512547842159477,0.05396418369148093
each_other,paradigm_has_distinct_independent_genitive_form,reverse_polarity,dice,0.550126115076318,0.4858925522768215,0.06423356279949655
each_other,paradigm_has_distinct_independent_genitive_form,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,paradigm_has_distinct_independent_genitive_form,reverse_polarity,idf_jaccard,0.9033135829424515,0.8553029803707916,0.0480106025716599
each_other,paradigm_has_distinct_independent_genitive_form,flip_target_cell,jaccard,0.6912794533597977,0.6778924551507237,0.013386998209073964
each_other,paradigm_has_distinct_independent_genitive_form,flip_target_cell,dice,0.5333610487169076,0.5159672984922148,0.017393750224692806
each_other,paradigm_has_distinct_independent_genitive_form,flip_target_cell,hamming,0.18815331010452965,0.16558441558441558,0.02256889452011407
each_other,paradigm_has_distinct_independent_genitive_form,flip_target_cell,idf_jaccard,0.8969023627499476,0.8730769290572781,0.02382543369266954
each_other,paradigm_has_distinct_self_form,delete_feature,jaccard,0.7015717737354528,0.6690820933080995,0.03248968042735323
each_other,paradigm_has_distinct_self_form,delete_feature,dice,0.5458794729594924,0.5060659866465846,0.03981348631290771
each_other,paradigm_has_distinct_self_form,delete_feature,hamming,0.1869918699186992,0.16013071895424835,0.026861150964450853
each_other,paradigm_has_distinct_self_form,delete_feature,idf_jaccard,0.9058199128914137,0.8715479229425895,0.03427198994882419
each_other,paradigm_has_distinct_self_form,reverse_polarity,jaccard,0.7082692392602322,0.6512547842159477,0.057014455044284484
each_other,paradigm_has_distinct_self_form,reverse_polarity,dice,0.5536081530190851,0.4858925522768215,0.06771560074226357
each_other,paradigm_has_distinct_self_form,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,paradigm_has_distinct_self_form,reverse_polarity,idf_jaccard,0.9076382934161181,0.8489948596897615,0.05864343372635661
each_other,paradigm_has_distinct_self_form,flip_target_cell,jaccard,0.6852155883437874,0.6778924551507237,0.007323133193063658
each_other,paradigm_has_distinct_self_form,flip_target_cell,dice,0.5265026594590164,0.5159672984922148,0.010535360966801632
each_other,paradigm_has_distinct_self_form,flip_target_cell,hamming,0.18593601520430791,0.16558441558441558,0.02035159961989233
each_other,paradigm_has_distinct_self_form,flip_target_cell,idf_jaccard,0.8986595138090991,0.872542932149723,0.026116581659376137
each_other,paradigm_has_comparative_and_superlative_forms,delete_feature,jaccard,0.7088579692854635,0.6690820933080995,0.039775875977363984
each_other,paradigm_has_comparative_and_superlative_forms,delete_feature,dice,0.5543180561680126,0.5060659866465846,0.04825206952142791
each_other,paradigm_has_comparative_and_superlative_forms,delete_feature,hamming,0.19336840427227803,0.16013071895424835,0.033237685318029675
each_other,paradigm_has_comparative_and_superlative_forms,delete_feature,idf_jaccard,0.9065881850760772,0.8715479229425895,0.035040262133487654
each_other,paradigm_has_comparative_and_superlative_forms,reverse_polarity,jaccard,0.6919084565639839,0.6512547842159477,0.040653672348036185
each_other,paradigm_has_comparative_and_superlative_forms,reverse_polarity,dice,0.5340022317732216,0.4858925522768215,0.048109679496400104
each_other,paradigm_has_comparative_and_superlative_forms,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,paradigm_has_comparative_and_superlative_forms,reverse_polarity,idf_jaccard,0.9065881850760772,0.8715479229425895,0.035040262133487654
each_other,paradigm_has_comparative_and_superlative_forms,flip_target_cell,jaccard,0.7160086863016198,0.6778924551507237,0.03811623115089613
each_other,paradigm_has_comparative_and_superlative_forms,flip_target_cell,dice,0.5627158052034411,0.5159672984922148,0.04674850671122632
each_other,paradigm_has_comparative_and_superlative_forms,flip_target_cell,hamming,0.19860627177700346,0.16558441558441558,0.03302185619258788
each_other,paradigm_has_comparative_and_superlative_forms,flip_target_cell,idf_jaccard,0.91469222970836,0.8820563184518071,0.03263591125655285
each_other,paradigm_has_distinct_plural_form,delete_feature,jaccard,0.7057022507442827,0.6690820933080995,0.03662015743618319
each_other,paradigm_has_distinct_plural_form,delete_feature,dice,0.5506811740396318,0.5060659866465846,0.04461518739304715
each_other,paradigm_has_distinct_plural_form,delete_feature,hamming,0.19049896381316755,0.16013071895424835,0.030368244858919202
each_other,paradigm_has_distinct_plural_form,delete_feature,idf_jaccard,0.905420107513787,0.8715479229425895,0.03387218457119745
each_other,paradigm_has_distinct_plural_form,reverse_polarity,jaccard,0.6989909093324056,0.6512547842159477,0.04773612511645786
each_other,paradigm_has_distinct_plural_form,reverse_polarity,dice,0.5425290018172546,0.4858925522768215,0.05663644954043312
each_other,paradigm_has_distinct_plural_form,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,paradigm_has_distinct_plural_form,reverse_polarity,idf_jaccard,0.9011921999475067,0.864345393125441,0.03684680682206565
each_other,paradigm_has_distinct_plural_form,flip_target_cell,jaccard,0.7026756776616582,0.6778924551507237,0.024783222510934455
each_other,paradigm_has_distinct_plural_form,flip_target_cell,dice,0.547026932581072,0.5159672984922148,0.031059634088857258
each_other,paradigm_has_distinct_plural_form,flip_target_cell,hamming,0.19290465631929046,0.16558441558441558,0.02732024073487488
each_other,paradigm_has_distinct_plural_form,flip_target_cell,idf_jaccard,0.8968505964463573,0.8747305138328649,0.02212008261349241
each_other,does_not_inflect,delete_feature,jaccard,0.7022025559053435,0.687915495666318,0.014287060239025484
each_other,does_not_inflect,delete_feature,dice,0.5466705078968688,0.527997545426866,0.01867296247000272
each_other,does_not_inflect,delete_feature,hamming,0.1869918699186992,0.16013071895424835,0.026861150964450853
each_other,does_not_inflect,delete_feature,idf_jaccard,0.9047159946370811,0.8953360749616786,0.009379919675402526
each_other,does_not_inflect,reverse_polarity,jaccard,0.7094887514553543,0.687915495666318,0.02157325578903624
each_other,does_not_inflect,reverse_polarity,dice,0.555109091105389,0.527997545426866,0.02711154567852292
each_other,does_not_inflect,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,does_not_inflect,reverse_polarity,idf_jaccard,0.9055166659435211,0.8953360749616784,0.010180590981842652
each_other,does_not_inflect,flip_target_cell,jaccard,0.7024128166286404,0.6964505095455173,0.005962307083123064
each_other,does_not_inflect,flip_target_cell,dice,0.5469415106068958,0.5378465826753992,0.009094927931496577
each_other,does_not_inflect,flip_target_cell,hamming,0.18593601520430791,0.16558441558441558,0.02035159961989233
each_other,does_not_inflect,flip_target_cell,idf_jaccard,0.9047448650188143,0.8981275476958194,0.0066173173229949755
each_other,Monmorphemic,delete_feature,jaccard,0.7049243179630498,0.6690820933080995,0.03584222465495024
each_other,Monmorphemic,delete_feature,dice,0.5494298922439413,0.5060659866465846,0.0433639055973567
each_other,Monmorphemic,delete_feature,hamming,0.18938307030129126,0.16013071895424835,0.029252351347042904
each_other,Monmorphemic,delete_feature,idf_jaccard,0.9057762949271194,0.8715479229425895,0.03422837198452988
each_other,Monmorphemic,reverse_polarity,jaccard,0.7027737635525971,0.6512547842159477,0.051518979336649395
each_other,Monmorphemic,reverse_polarity,dice,0.5477638962717499,0.4858925522768215,0.06187134399492844
each_other,Monmorphemic,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,Monmorphemic,reverse_polarity,idf_jaccard,0.9018597317915712,0.8606379042598687,0.04122182753170245
each_other,Monmorphemic,flip_target_cell,jaccard,0.6973026876723711,0.6778924551507237,0.01941023252164742
each_other,Monmorphemic,flip_target_cell,dice,0.5392978608623525,0.5159672984922148,0.023330562370137753
each_other,Monmorphemic,flip_target_cell,hamming,0.19068736141906872,0.16558441558441558,0.02510294583465314
each_other,Monmorphemic,flip_target_cell,idf_jaccard,0.8960362001700715,0.873839731179499,0.022196468990572482
each_other,Must_be_stressed_as_object_after_particle,delete_feature,jaccard,0.7032488680875163,0.6690820933080995,0.034166774779416764
each_other,Must_be_stressed_as_object_after_particle,delete_feature,dice,0.5480816183685145,0.5060659866465846,0.0420156317219299
each_other,Must_be_stressed_as_object_after_particle,delete_feature,hamming,0.18906424358361232,0.16013071895424835,0.028933524629363966
each_other,Must_be_stressed_as_object_after_particle,delete_feature,idf_jaccard,0.9052661623658482,0.8715479229425895,0.03371823942325869
each_other,Must_be_stressed_as_object_after_particle,reverse_polarity,jaccard,0.7026251098927015,0.6512547842159477,0.051370325676753814
each_other,Must_be_stressed_as_object_after_particle,reverse_polarity,dice,0.5460417928559481,0.4858925522768215,0.06014924057912663
each_other,Must_be_stressed_as_object_after_particle,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,Must_be_stressed_as_object_after_particle,reverse_polarity,idf_jaccard,0.9018821522349582,0.8594352683913293,0.042446883843628824
each_other,Must_be_stressed_as_object_after_particle,flip_target_cell,jaccard,0.6942239909633171,0.6778924551507237,0.01633153581259339
each_other,Must_be_stressed_as_object_after_particle,flip_target_cell,dice,0.5384427637512141,0.5159672984922148,0.02247546525899935
each_other,Must_be_stressed_as_object_after_particle,flip_target_cell,hamming,0.19005384859043398,0.16558441558441558,0.024469433006018393
each_other,Must_be_stressed_as_object_after_particle,flip_target_cell,idf_jaccard,0.8953353314074705,0.8736292009983349,0.021706130409135604
each_other,Start_with_th,delete_feature,jaccard,0.706990862117448,0.6690820933080995,0.03790876880934846
each_other,Start_with_th,delete_feature,dice,0.5521787818490544,0.5060659866465846,0.0461127952024698
each_other,Start_with_th,delete_feature,hamming,0.1917742706838833,0.16013071895424835,0.031643551729634956
each_other,Start_with_th,delete_feature,idf_jaccard,0.9055715238063176,0.8715479229425895,0.03402360086372802
each_other,Start_with_th,reverse_polarity,jaccard,0.6959767883371173,0.6512547842159477,0.044722004121169556
each_other,Start_with_th,reverse_polarity,dice,0.5388401727731845,0.4858925522768215,0.052947620496363035
each_other,Start_with_th,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,Start_with_th,reverse_polarity,idf_jaccard,0.9026339282149645,0.8678717198172147,0.034762208397749794
each_other,Start_with_th,flip_target_cell,jaccard,0.7082457275756998,0.6778924551507237,0.030353272424976097
each_other,Start_with_th,flip_target_cell,dice,0.5536701579186533,0.5159672984922148,0.03770285942643847
each_other,Start_with_th,flip_target_cell,hamming,0.1954387076338296,0.16558441558441558,0.029854292049414005
each_other,Start_with_th,flip_target_cell,idf_jaccard,0.8996162072362982,0.8762932909992798,0.023322916237018432
each_other,Start_with_hw,delete_feature,jaccard,0.7088579692854635,0.6690820933080995,0.039775875977363984
each_other,Start_with_hw,delete_feature,dice,0.5543180561680126,0.5060659866465846,0.04825206952142791
each_other,Start_with_hw,delete_feature,hamming,0.19336840427227803,0.16013071895424835,0.033237685318029675
each_other,Start_with_hw,delete_feature,idf_jaccard,0.9065881850760771,0.8715479229425895,0.03504026213348754
each_other,Start_with_hw,reverse_polarity,jaccard,0.6919084565639839,0.6512547842159477,0.040653672348036185
each_other,Start_with_hw,reverse_polarity,dice,0.5340022317732216,0.4858925522768215,0.048109679496400104
each_other,Start_with_hw,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,Start_with_hw,reverse_polarity,idf_jaccard,0.9065881850760772,0.8715479229425895,0.035040262133487654
each_other,Start_with_hw,flip_target_cell,jaccard,0.7160086863016198,0.6778924551507237,0.03811623115089613
each_other,Start_with_hw,flip_target_cell,dice,0.5627158052034411,0.5159672984922148,0.04674850671122632
each_other,Start_with_hw,flip_target_cell,hamming,0.19860627177700346,0.16558441558441558,0.03302185619258788
each_other,Start_with_hw,flip_target_cell,idf_jaccard,0.91469222970836,0.8820563184518071,0.03263591125655285
each_other,anaphoric_marker,delete_feature,jaccard,0.7222574749839684,0.6811045982304207,0.04115287675354773
each_other,anaphoric_marker,delete_feature,dice,0.5701646237373675,0.5197179835008856,0.05044664023648193
each_other,anaphoric_marker,delete_feature,hamming,0.19209309740156227,0.15849673202614378,0.03359636537541849
each_other,anaphoric_marker,delete_feature,idf_jaccard,0.9106165373993375,0.8748191761702324,0.03579736122910504
each_other,anaphoric_marker,reverse_polarity,jaccard,0.7232038364196544,0.6830868689626914,0.040116967456962915
each_other,anaphoric_marker,reverse_polarity,dice,0.5714193416624447,0.5220641550697462,0.04935518659269844
each_other,anaphoric_marker,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,anaphoric_marker,reverse_polarity,idf_jaccard,0.9109583026171489,0.8757357779913437,0.03522252462580522
each_other,anaphoric_marker,flip_target_cell,jaccard,0.7282984941460638,0.6878381712456789,0.040460322900384926
each_other,anaphoric_marker,flip_target_cell,dice,0.5772986130187306,0.5273463598589999,0.04995225315973073
each_other,anaphoric_marker,flip_target_cell,hamming,0.19607222046246436,0.16233766233766234,0.03373455812480203
each_other,anaphoric_marker,flip_target_cell,idf_jaccard,0.9110596785647448,0.8753282670068656,0.03573141155787918
each_other,deictic_marker,delete_feature,jaccard,0.7058537534531203,0.6690820933080995,0.03677166014502076
each_other,deictic_marker,delete_feature,dice,0.5507903283036462,0.5060659866465846,0.04472434165706152
each_other,deictic_marker,delete_feature,hamming,0.19049896381316755,0.16013071895424835,0.030368244858919202
each_other,deictic_marker,delete_feature,idf_jaccard,0.9054625183808829,0.8715479229425895,0.03391459543829334
each_other,deictic_marker,reverse_polarity,jaccard,0.6990547648773577,0.6512547842159477,0.04779998066141
each_other,deictic_marker,reverse_polarity,dice,0.5427498737441414,0.4858925522768215,0.05685732146731992
each_other,deictic_marker,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,deictic_marker,reverse_polarity,idf_jaccard,0.9012484751927529,0.864345393125441,0.036903082067311854
each_other,deictic_marker,flip_target_cell,jaccard,0.7029007153606939,0.6778924551507237,0.025008260209970157
each_other,deictic_marker,flip_target_cell,dice,0.5470117413556257,0.5159672984922148,0.031044442863410904
each_other,deictic_marker,flip_target_cell,hamming,0.1929046563192905,0.16558441558441558,0.027320240734874907
each_other,deictic_marker,flip_target_cell,idf_jaccard,0.8968450314861879,0.8747305138328649,0.02211451765332295
each_other,person_deixis,delete_feature,jaccard,0.7041354181249622,0.6690820933080995,0.03505332481686263
each_other,person_deixis,delete_feature,dice,0.5487913194950852,0.5060659866465846,0.04272533284850055
each_other,person_deixis,delete_feature,hamming,0.18906424358361232,0.16013071895424835,0.028933524629363966
each_other,person_deixis,delete_feature,idf_jaccard,0.9055117356822088,0.8715479229425895,0.03396381273961924
each_other,person_deixis,reverse_polarity,jaccard,0.7028754992750336,0.6512547842159477,0.05162071505908583
each_other,person_deixis,reverse_polarity,dice,0.5472783819096282,0.4858925522768215,0.0613858296328067
each_other,person_deixis,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,person_deixis,reverse_polarity,idf_jaccard,0.9018181447889843,0.8594352683913293,0.04238287639765492
each_other,person_deixis,flip_target_cell,jaccard,0.6956768809373381,0.6778924551507237,0.017784425786614433
each_other,person_deixis,flip_target_cell,dice,0.538552950512369,0.5159672984922148,0.022585652020154168
each_other,person_deixis,flip_target_cell,hamming,0.19005384859043398,0.16558441558441558,0.024469433006018393
each_other,person_deixis,flip_target_cell,idf_jaccard,0.8959310400856412,0.8736292009983349,0.02230183908730632
each_other,pro_form,delete_feature,jaccard,0.7266787192299535,0.659775003031582,0.06690371619837154
each_other,pro_form,delete_feature,dice,0.5762709276318552,0.495749133834998,0.08052179379685714
each_other,pro_form,delete_feature,hamming,0.19336840427227803,0.15359477124183007,0.03977363303044795
each_other,pro_form,delete_feature,idf_jaccard,0.9135370966403851,0.8706081917749746,0.042928904865410455
each_other,pro_form,reverse_polarity,jaccard,0.7266787192299535,0.6690820933080995,0.057596625921853994
each_other,pro_form,reverse_polarity,dice,0.5762709276318552,0.5060659866465846,0.07020494098527053
each_other,pro_form,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,pro_form,reverse_polarity,idf_jaccard,0.9135370966403851,0.874157923371607,0.039379173268778045
each_other,pro_form,flip_target_cell,jaccard,0.7335656712251772,0.659775003031582,0.07379066819359525
each_other,pro_form,flip_target_cell,dice,0.5845685087091728,0.495749133834998,0.08881937487417474
each_other,pro_form,flip_target_cell,hamming,0.19860627177700346,0.1525974025974026,0.04600886917960087
each_other,pro_form,flip_target_cell,idf_jaccard,0.9142070086937412,0.8706081917749746,0.04359881691876655
each_other,personal_gender_as_head_or_fused_head,delete_feature,jaccard,0.7035475953055256,0.6639192639192639,0.03962833138626165
each_other,personal_gender_as_head_or_fused_head,delete_feature,dice,0.548051869411261,0.5005724043987531,0.04747946501250799
each_other,personal_gender_as_head_or_fused_head,delete_feature,hamming,0.1884265901482544,0.1568627450980392,0.0315638450502152
each_other,personal_gender_as_head_or_fused_head,delete_feature,idf_jaccard,0.905993114154152,0.87091843717231,0.03507467698184197
each_other,personal_gender_as_head_or_fused_head,reverse_polarity,jaccard,0.7045397868964609,0.6597692904761969,0.04477049642026398
each_other,personal_gender_as_head_or_fused_head,reverse_polarity,dice,0.5493906966593056,0.4949500500194007,0.054440646639904944
each_other,personal_gender_as_head_or_fused_head,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,personal_gender_as_head_or_fused_head,reverse_polarity,idf_jaccard,0.901843281887594,0.8621493734837686,0.03969390840382536
each_other,personal_gender_as_head_or_fused_head,flip_target_cell,jaccard,0.6928390368770427,0.6592373819677867,0.03360165490925604
